,Titulo,Categoria,Año,Duracion,Cal. de critica,Cal. de usuarios
342,State of Decay 2 Juggernaut Edition,Action & adventure,2018.0,16.0,78.19658119658119,7.9
343,State of Decay: Year-One ,Action & adventure,2015.0,17.5,72.0,6.9
344,Stellaris: Console Edition ,Simulation,2019.0,31.5,81.0,7.6
345,Story of Seasons: Friends of Mineral Town ,Simulation,2021.0,29.0,72.0,6.767610062893081
346,Stranded Deep ,Action & adventure,2020.0,20.5,78.19658119658119,6.3
347,Sunset Overdrive ,Action & adventure,2014.0,10.0,81.0,7.9
348,Super Lucky's Tale ,Platformer,2017.0,6.0,64.0,7.0
349,Super Mega Baseball 3 ,Action & adventure,2020.0,17.5,83.0,7.0
350,Superliminal ,Action & adventure,2020.0,2.5,80.0,9.6
351,Supraland: Six Inches Under ,Action & adventure,2023.0,9.0,78.19658119658119,6.767610062893081
352,Sword and Fairy: Together Forever ,Role playing,2022.0,20.5,78.19658119658119,6.767610062893081
353,Techtonica Game Preview,Simulation,2023.0,19.1825,78.19658119658119,6.767610062893081
354,Teenage Mutant Ninja Turtles: Shredder's Revenge ,Action & adventure,2022.0,3.0,87.0,8.1
355,Tell Me Why: Chapters 1-3 ,Action & adventure,2020.0,9.5,74.0,5.8
356,Terraria ,Action & adventure,2014.0,52.0,84.0,7.9
357,The Bard's Tale ARPG: Remastered and Resnarkled ,Action & adventure,2020.0,14.0,78.19658119658119,6.0
358,The Bard's Tale IV: Director's Cut ,Action & adventure,2019.0,43.5,78.19658119658119,6.7
359,The Bard's Tale Trilogy ,Classics,2019.0,23.5,78.19658119658119,7.7
360,The Big Con ,Action & adventure,2021.0,4.5,78.19658119658119,6.767610062893081
361,The Bookwalker: Thief of Tales ,Action & adventure,2023.0,6.5,78.19658119658119,6.767610062893081
362,The Cave ,Action & adventure,2013.0,5.0,69.0,6.767610062893081
363,The Elder Scrolls III: Morrowind ,Role playing,2018.0,43.0,87.0,8.5
364,The Elder Scrolls IV: Oblivion ,Role playing,2010.0,29.0,94.0,8.8
365,The Elder Scrolls Online ,Role playing,2017.0,49.5,78.19658119658119,6.767610062893081
366,The Elder Scrolls V: Skyrim Special Edition ,Role playing,2016.0,26.5,82.0,8.0
367,The Evil Within ,Action & adventure,2014.0,15.5,82.0,9.0
368,The Evil Within 2 ,Action & adventure,2017.0,13.5,82.0,9.0
369,The Gunk ,Action & adventure,2021.0,5.0,69.0,4.7
370,The Last Case of Benedict Fox ,Action & adventure,2023.0,12.5,78.19658119658119,5.8
371,The Outer Worlds ,Action & adventure,2019.0,13.5,85.0,8.2
372,The Sims 4 EA Play Edition,Simulation,2022.0,21.0,66.0,3.8
373,The Texas Chain Saw Massacre ,Action & adventure,2023.0,19.1825,78.19658119658119,6.767610062893081
374,The Walking Dead: A New Frontier - The Complete Season (Episodes 1-5) ,Action & adventure,2016.0,7.5,78.0,6.6
375,"The Walking Dead: Michonne - Ep. 2, Give No Shelter ",Action & adventure,2016.0,1.0,78.0,6.7
376,"The Walking Dead: Michonne - Ep. 3, What We Deserve ",Action & adventure,2016.0,1.0,73.0,7.4
377,The Walking Dead: Michonne - The Complete Season ,Action & adventure,2016.0,4.0,78.19658119658119,6.1
378,The Walking Dead: Season Two ,Action & adventure,2014.0,9.5,78.19658119658119,7.9
379,The Walking Dead: The Complete First Season ,Action & adventure,2014.0,12.5,78.19658119658119,8.2
380,The Walking Dead: The Final Season - The Complete Season ,Action & adventure,2018.0,19.1825,78.0,8.1
381,The Wandering Village Game Preview,Strategy,2023.0,14.5,78.19658119658119,6.767610062893081
382,The Yakuza Remastered Collection ,Action & adventure,2021.0,68.0,81.0,8.3
383,theHunter: Call of the Wild ,Action & adventure,2017.0,26.0,83.0,5.9
384,Thirsty Suitors ,Action & adventure,2023.0,19.1825,78.19658119658119,6.767610062893081
385,Titanfall 2 ,Shooter,2016.0,6.0,87.0,8.8
386,TOEM ,Action & adventure,2023.0,3.5,78.19658119658119,6.767610062893081
387,Tom Clancy’s Ghost Recon Wildlands ,Shooter,2017.0,19.1825,76.0,6.9
388,Tom Clancy's Rainbow Six Siege Deluxe Edition,Shooter,2023.0,3.5,74.0,7.1
389,Torment: Tides of Numenera ,Action & adventure,2017.0,27.0,79.0,6.6
390,Totally Accurate Battle Simulator Game Preview,Fighting,2019.0,8.5,78.19658119658119,7.0
391,Totally Reliable Delivery Service ,Action & adventure,2020.0,3.5,63.0,6.7
392,Trailmakers ,Racing & flying,2019.0,12.5,78.19658119658119,5.3
393,TUNIC ,Action & adventure,2022.0,12.0,85.0,7.3
394,Turbo Golf Racing Game Preview,Racing & flying,,19.1825,78.19658119658119,6.767610062893081
395,Unpacking ,Family & kids,2021.0,3.5,81.0,7.0
396,Unravel ,Platformer,2016.0,6.0,75.0,8.1
397,Unravel Two ,Platformer,2018.0,5.0,81.0,7.5
398,Valheim Game Preview,Action & adventure,2022.0,78.5,78.19658119658119,6.767610062893081
399,Vampire Survivors Game Preview,Action & adventure,2022.0,13.0,78.19658119658119,7.0
400,Venba ,Puzzle & trivia,2023.0,19.1825,78.19658119658119,6.767610062893081
401,Viva Piñata ,Family & kids,2010.0,18.5,84.0,8.0
402,Viva Piñata: Trouble in Paradise ,Family & kids,2009.0,32.0,82.0,8.1
403,Wasteland 2: Director's Cut ,Action & adventure,2015.0,42.5,77.0,6.9
404,Wasteland 3 ,Role playing,2020.0,37.5,84.0,7.6
405,Wasteland Remastered ,Classics,2020.0,8.0,78.19658119658119,6.6
406,Watch Dogs 2 ,Action & adventure,2016.0,19.5,81.0,7.8
407,Wo Long: Fallen Dynasty ,Action & adventure,2023.0,26.5,78.19658119658119,9.0
408,Wolfenstein II: The New Colossus ,Action & adventure,2017.0,11.0,88.0,7.0
409,Wolfenstein: The New Order ,Action & adventure,2014.0,11.5,79.0,8.1
410,Wolfenstein: The Old Blood ,Shooter,2015.0,6.0,75.0,8.2
411,Wolfenstein: Youngblood ,Action & adventure,2019.0,9.5,68.0,2.8
412,Wreckfest ,Action & adventure,2019.0,18.5,83.0,6.8
413,Yakuza 0 ,Action & adventure,2020.0,32.0,90.0,8.2
414,Yakuza 3 Remastered ,Action & adventure,2021.0,17.0,78.19658119658119,6.8
415,Yakuza 4 Remastered ,Action & adventure,2021.0,21.5,78.19658119658119,7.5
416,Yakuza 5 Remastered ,Action & adventure,2021.0,37.0,78.19658119658119,7.8
417,Yakuza 6: The Song of Life ,Action & adventure,2021.0,18.5,87.0,7.3
418,Yakuza Kiwami ,Action & adventure,2020.0,18.0,81.0,8.0
419,Yakuza Kiwami 2 ,Action & adventure,2020.0,19.0,88.0,8.3
420,Yakuza: Like a Dragon ,Role playing,2020.0,45.5,89.0,8.6
421,You Suck at Parking® Complete Edition ,Racing & flying,2022.0,19.1825,78.19658119658119,6.767610062893081
422,Zombie Army 4: Dead War ,Action & adventure,2020.0,12.0,78.19658119658119,6.767610062893081
423,Zoo Tycoon: Ultimate Animal Collection ,Family & kids,2017.0,15.0,70.0,5.8
424,Zuma ,Puzzle & trivia,2005.0,4.0,77.0,7.2
425,Zuma's Revenge! ,Action & adventure,2012.0,5.5,76.0,7.1
